customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
,,,,1826927.02,55761.0,115.0,0.0,,,86.27772
,,,,272221.07,17576.0,71.0,0.0,,,398.502948
,,,,708321.24,41449.0,89.0,0.0,,,63.516572
,,,,1017971.7,14290.0,271.0,0.0,,,1300.8
,,,,588950.91,62007.0,73.0,0.0,,,120.015609
,,,,1577139.34,21921.0,206.0,0.0,,,1254.137899
,,,,528817.33,42621.0,66.0,0.0,,,316.8
,,,,2758055.4,0.0,87.0,1.0,,,417.6
,,,,777853.23,63786.0,196.0,0.0,,,798.002689
,,,,734186.13,0.0,104.0,3.0,,,82.041684
,,,,791919.7,82877.0,99.0,1.0,,,22.819088
,,,,216387.02,0.0,63.0,0.0,,,302.4
,,,,978780.88,10475.0,88.0,1.0,,,422.4
,,,,520764.08,21952.0,66.0,0.0,,,316.8
,,,,2114727.72,49721.0,132.0,0.0,,,639.971388
,,,,1228076.66,88340.0,102.0,0.0,,,489.6
,,,,244139.42,0.0,65.0,0.0,,,312.0
,,,,653556.06,0.0,65.0,0.0,,,468.0
,,,,920659.83,24589.0,82.0,0.0,,,511.497882
,,,,411858.86,69379.0,103.0,0.0,,,494.4
,,,,483820.9,73769.0,61.0,2.0,,,239.540223
,,,,462554.81,66670.0,114.0,0.0,,,518.180364
,,,,1404210.3,88854.0,118.0,0.0,,,715.252366
,,,,754661.35,31266.0,193.0,0.0,,,926.4
,,,,251459.2,43860.0,65.0,0.0,,,156.124914
,,,,517035.84,89284.0,133.0,2.0,,,402.070719
,,,,1391737.72,67267.0,89.0,0.0,,,94.814032
,,,,1131813.08,79270.0,95.0,3.0,,,456.0
,,,,427636.36,36692.0,109.0,1.0,,,523.2
,,,,432224.03,0.0,119.0,0.0,,,571.2
,,,,800230.83,0.0,107.0,0.0,,,513.6
,,,,388545.64,0.0,105.0,0.0,,,504.0
,,,,447177.82,0.0,135.0,0.0,,,972.0
,,,,849635.28,44624.0,71.0,1.0,,,73.883044
,,,,2250088.35,0.0,71.0,0.0,,,340.8
,,,,1630196.76,19614.0,85.0,0.0,,,574.024018
,,,,231973.59,0.0,64.0,0.0,,,632.715382
,,,,871704.98,83846.0,74.0,3.0,,,355.2
,,,,286011.17,51159.0,72.0,0.0,,,4.238626
,,,,245340.83,83772.0,62.0,0.0,,,42.248087
,,,,598977.39,66839.0,154.0,0.0,,,739.2
,,,,2498022.55,88440.0,70.0,0.0,,,27.145151
,,,,748263.95,25666.0,63.0,2.0,,,270.002766
,,,,245757.6,52926.0,61.0,0.0,,,292.8
,,,,237974.12,0.0,67.0,0.0,,,494.946438
,,,,828696.44,40001.0,70.0,0.0,,,142.567008
,,,,239391.54,0.0,70.0,0.0,,,425.266308
,,,,465715.95,18024.0,65.0,0.0,,,312.0
,,,,1319792.89,0.0,68.0,3.0,,,326.4
,,,,280391.67,23220.0,74.0,0.0,,,251.334247
,,,,864650.41,64125.0,108.0,0.0,,,369.818708
,,,,742587.06,58042.0,62.0,0.0,,,161.419528
,,,,452873.74,90034.0,112.0,0.0,,,537.6
,,,,222707.28,27972.0,61.0,0.0,,,292.8
,,,,729294.88,0.0,65.0,0.0,,,312.0
,,,,318435.52,50989.0,80.0,0.0,,,255.999709
,,,,1131520.37,11885.0,101.0,0.0,,,484.8
,,,,253070.51,89451.0,63.0,0.0,,,61.769564
,,,,1836155.53,0.0,182.0,0.0,,,1310.4
,,,,864153.0,78904.0,109.0,0.0,,,250.001424
,,,,327853.19,70247.0,83.0,1.0,,,141.799422
,,,,527198.21,32653.0,67.0,0.0,,,321.6
,,,,376363.77,93595.0,97.0,4.0,,,49.797016
,,,,1395556.96,90279.0,115.0,0.0,,,372.175592
,,,,500152.75,0.0,72.0,0.0,,,542.14385
,,,,708283.04,53310.0,189.0,3.0,,,1360.8
,,,,761948.28,0.0,105.0,0.0,,,504.0
,,,,1255088.2,22234.0,160.0,0.0,,,768.0
,,,,3219660.04,91375.0,99.0,0.0,,,72.632934
,,,,679377.41,22250.0,86.0,0.0,,,720.601429
,,,,527231.97,0.0,80.0,0.0,,,576.0
,,,,626534.33,0.0,84.0,1.0,,,481.025786
,,,,854758.61,51179.0,71.0,0.0,,,466.176731
,,,,278742.37,38667.0,72.0,0.0,,,159.266473
,,,,462680.11,79487.0,114.0,0.0,,,547.2
,,,,866336.4,67763.0,107.0,2.0,,,41.283167
,,,,387222.22,0.0,62.0,2.0,,,503.808329
,,,,517081.15,0.0,71.0,0.0,,,859.599411
,,,,896028.02,71943.0,112.0,0.0,,,305.653785
,,,,547183.43,53526.0,68.0,0.0,,,278.902846
,,,,3493100.17,35005.0,295.0,0.0,,,1416.0
,,,,262039.23,24721.0,67.0,0.0,,,139.963594
,,,,1906949.95,0.0,102.0,2.0,,,734.4
,,,,575744.23,88997.0,72.0,0.0,,,174.041566
,,,,4022401.36,48587.0,111.0,0.0,,,532.8
,,,,270148.83,76310.0,67.0,0.0,,,321.6
,,,,371243.05,73205.0,92.0,0.0,,,37.299865
,,,,2185084.0,51056.0,78.0,0.0,,,95.816516
,,,,784016.58,58414.0,210.0,2.0,,,1008.0
,,,,823703.79,23940.0,107.0,0.0,,,513.6
,,,,224347.39,0.0,62.0,0.0,,,446.4
,,,,843446.41,44216.0,71.0,0.0,,,72.205362
,,,,222707.28,27972.0,61.0,0.0,,,292.8
,,,,517002.6,0.0,69.0,0.0,,,331.2
,,,,264144.61,29305.0,66.0,0.0,,,475.2
,,,,279068.3,53882.0,69.0,0.0,,,331.2
,,,,274512.98,91757.0,69.0,1.0,,,331.2
,,,,757953.27,33906.0,64.0,0.0,,,401.592109
,,,,1097878.03,68158.0,139.0,1.0,,,253.183568
,,,,825506.01,0.0,134.0,3.0,,,643.2
,,,,474773.46,42165.0,123.0,0.0,,,799.673766
,,,,354090.43,0.0,101.0,0.0,,,727.2
,,,,343613.43,30817.0,88.0,0.0,,,91.834668
,,,,258218.53,68074.0,65.0,0.0,,,27.987867
,,,,1166509.78,84978.0,35353.0,1.0,,,166.77296
,,,,739628.37,71135.0,92.0,1.0,,,270.563995
,,,,433079.98,0.0,61.0,0.0,,,292.8
,,,,907576.82,37722.0,116.0,0.0,,,158.077504
,,,,1463545.16,0.0,139.0,0.0,,,667.2
,,,,856476.82,95697.0,107.0,0.0,,,178.006524
,,,,1156568.75,64642.0,96.0,0.0,,,404.265696
,,,,277104.5,50071.0,71.0,0.0,,,18.918935
,,,,850712.88,46754.0,106.0,1.0,,,513.818403
,,,,758211.38,64801.0,64.0,0.0,,,268.471802
,,,,332309.25,70410.0,83.0,0.0,,,131.828507
,,,,523433.17,66957.0,131.0,1.0,,,628.8
,,,,2470959.96,24213.0,78.0,1.0,,,374.4
,,,,1778627.78,99790.0,6464.0,0.0,,,178.986788
,,,,255122.67,79751.0,63.0,0.0,,,392.235698
,,,,724771.37,86122.0,182.0,1.0,,,873.6
,,,,453884.78,82297.0,116.0,0.0,,,0.382107
,,,,3164210.46,89057.0,98.0,0.0,,,187.363583
,,,,873042.2,43259.0,73.0,0.0,,,350.4
,,,,833273.06,0.0,79.0,0.0,,,379.2
,,,,235774.7,25064.0,62.0,0.0,,,297.6
,,,,463716.4,25816.0,119.0,0.0,,,571.2
,,,,535719.27,0.0,73.0,0.0,,,350.853987
,,,,539197.1,41662.0,69.0,0.0,,,217.973168
,,,,369414.05,96170.0,92.0,0.0,,,441.6
,,,,504041.24,46072.0,64.0,0.0,,,25.934064
,,,,2749542.19,37931.0,99.0,0.0,,,475.2
,,,,484228.5,35127.0,62.0,0.0,,,297.6
,,,,2738281.89,45473.0,76.0,0.0,,,188.938397
,,,,522710.19,93087.0,131.0,3.0,,,628.8
,,,,259009.6,22398.0,67.0,2.0,,,321.6
,,,,1053607.8,92983.0,87.0,1.0,,,153.205591
,,,,858127.87,27689.0,239.0,2.0,,,2893.239678
,,,,946311.33,69654.0,118.0,0.0,,,629.532731
,,,,1344100.64,80744.0,111.0,0.0,,,361.284757
,,,,388650.48,0.0,112.0,0.0,,,1185.988301
,,,,678489.37,0.0,64.0,1.0,,,460.8
,,,,2359468.02,76358.0,66.0,0.0,,,86.461582
,,,,253862.63,18608.0,71.0,0.0,,,340.8
,,,,563994.2,73168.0,70.0,0.0,,,425.800112
,,,,1168137.43,70930.0,99.0,0.0,,,190.43446
,,,,2599775.0,62262.0,72.0,0.0,,,193.505325
,,,,1377836.93,91474.0,113.0,0.0,,,24.087774
,,,,492318.17,61469.0,63.0,5.0,,,302.4
,,,,227233.54,16618.0,62.0,0.0,,,219.288706
,,,,1489539.8,48081.0,188.0,0.0,,,881.360959
,,,,975604.5,67632.0,121.0,0.0,,,26.951627
,,,,942297.41,34115.0,119.0,0.0,,,466.122541
,,,,383735.76,23051.0,99.0,0.0,,,475.2
,,,,1095213.19,23748.0,99.0,0.0,,,607.095655
,,,,815913.66,40589.0,69.0,0.0,,,331.2
,,,,1948049.98,50809.0,83.0,0.0,,,290.381707
,,,,391936.67,66676.0,97.0,0.0,,,558.099357
,,,,798514.21,52339.0,70.0,3.0,,,336.0
,,,,1216874.49,14973.0,115.0,0.0,,,828.0
,,,,584932.15,0.0,83.0,0.0,,,540.514115
,,,,508583.66,31546.0,65.0,0.0,,,100.049832
,,,,290393.98,67763.0,73.0,1.0,,,59.861963
,,,,627317.34,20836.0,79.0,0.0,,,193.57032
,,,,1832141.9,88592.0,76.0,0.0,,,199.79727
,,,,517870.42,66943.0,65.0,1.0,,,53.084753
,,,,1402435.84,81872.0,115.0,0.0,,,256.43803
,,,,530943.59,22404.0,70.0,1.0,,,211.136067
,,,,494980.38,21342.0,62.0,0.0,,,74.350893
,,,,859566.53,34621.0,108.0,1.0,,,621.464468
,,,,2295189.2,62396.0,64.0,0.0,,,307.2
,,,,379213.03,97212.0,93.0,0.0,,,360.05589
,,,,275574.8,49648.0,70.0,0.0,,,65.954813
,,,,488033.96,97984.0,61.0,1.0,,,407.450118
,,,,905190.53,26308.0,114.0,0.0,,,547.2
,,,,1011544.62,63528.0,256.0,0.0,,,1228.8
,,,,826907.54,20225.0,114.0,1.0,,,547.2
,,,,807165.3,0.0,112.0,0.0,,,806.4
,,,,772699.36,87620.0,64.0,0.0,,,24.063693
,,,,831113.59,0.0,72.0,0.0,,,311.329282
,,,,257402.04,34990.0,65.0,0.0,,,42.689135
,,,,572732.71,99934.0,71.0,0.0,,,460.323855
,,,,367914.21,60804.0,92.0,0.0,,,213.225001
,,,,274451.96,94648.0,69.0,0.0,,,331.2
,,,,563674.03,24516.0,71.0,0.0,,,300.607591
,,,,1687038.82,61063.0,85.0,0.0,,,262.504882
,,,,273800.2,0.0,74.0,0.0,,,263.365432
,,,,464470.05,0.0,64.0,0.0,,,307.2
,,,,474668.65,15169.0,63.0,0.0,,,302.4
,,,,1687432.82,55390.0,71.0,0.0,,,256.268091
,,,,238760.61,27592.0,62.0,0.0,,,297.6
,,,,446533.57,61846.0,112.0,0.0,,,215.8182
,,,,459162.59,83297.0,113.0,0.0,,,542.4
,,,,1309258.58,0.0,188.0,0.0,,,1353.6
,,,,911226.66,0.0,90.0,0.0,,,432.0
,,,,416516.66,55897.0,104.0,0.0,,,499.2
,,,,265998.06,21297.0,71.0,0.0,,,45.507952
,,,,1198659.21,87560.0,98.0,1.0,,,470.4
,,,,289873.27,0.0,96.0,4.0,,,691.2
,,,,289424.39,0.0,85.0,0.0,,,408.0
,,,,350045.44,89398.0,86.0,0.0,,,82.409922
,,,,262180.86,36843.0,68.0,3.0,,,357.642982
,,,,1022180.5,0.0,134.0,0.0,,,643.2
,,,,257827.1,34946.0,65.0,0.0,,,420.35698
,,,,624259.57,75680.0,78.0,0.0,,,136.787725
,,,,522028.1,0.0,69.0,0.0,,,331.2
,,,,313643.21,49532.0,79.0,1.0,,,220.186677
,,,,452536.58,10269.0,65.0,0.0,,,170.798204
,,,,497035.73,49714.0,63.0,3.0,,,266.165535
,,,,1546778.9,77517.0,129.0,0.0,,,98.921782
,,,,583889.92,81082.0,73.0,0.0,,,281.295903
,,,,1065688.2,72540.0,88.0,0.0,,,631.743039
,,,,228961.87,0.0,65.0,0.0,,,468.0
,,,,543980.42,61546.0,68.0,0.0,,,29.209521
,,,,795615.01,44818.0,67.0,1.0,,,136.883999
,,,,445811.34,17622.0,65.0,1.0,,,312.0
,,,,255505.15,0.0,72.0,0.0,,,518.4
,,,,330799.9,79797.0,84.0,0.0,,,31.755601
,,,,845905.32,92717.0,70.0,0.0,,,224.27582
,,,,1335012.09,28919.0,173.0,0.0,,,830.4
,,,,493122.13,0.0,68.0,0.0,,,480.159011
,,,,777683.52,63568.0,65.0,0.0,,,390.792553
,,,,255367.22,73935.0,64.0,1.0,,,72.071195
,,,,487646.97,0.0,66.0,0.0,,,316.8
,,,,903430.58,18846.0,115.0,0.0,,,552.0
,,,,810591.08,38893.0,103.0,0.0,,,41.965252
,,,,561968.91,0.0,153.0,0.0,,,1027.000029
,,,,1572713.06,84824.0,196.0,0.0,,,319.820747
,,,,661801.64,20068.0,86.0,0.0,,,411.011162
,,,,467004.8,0.0,125.0,0.0,,,600.0
,,,,1016936.98,0.0,135.0,0.0,,,648.0
,,,,832307.4,97245.0,70.0,0.0,,,4.110585
,,,,241776.0,51808.0,61.0,1.0,,,351.149904
,,,,804487.24,71391.0,67.0,0.0,,,284.000172
,,,,532572.45,0.0,73.0,0.0,,,496.474767
,,,,694752.4,0.0,100.0,0.0,,,925.137143
,,,,584741.52,23496.0,77.0,0.0,,,13.164097
,,,,472478.61,23986.0,119.0,0.0,,,463.335061
,,,,279022.8,22974.0,71.0,0.0,,,180.667969
,,,,2153133.28,0.0,101.0,0.0,,,484.8
,,,,1262283.27,61844.0,106.0,0.0,,,508.8
,,,,2017196.15,24804.0,73.0,0.0,,,350.4
,,,,1646436.59,27760.0,104.0,0.0,,,302.764283
,,,,559538.99,74454.0,71.0,0.0,,,340.8
,,,,417068.73,29462.0,107.0,1.0,,,513.6
,,,,266544.71,52266.0,68.0,0.0,,,141.922839
,,,,709891.41,0.0,70.0,0.0,,,349.783046
,,,,397134.51,23599.0,103.0,0.0,,,494.4
,,,,552821.28,36088.0,72.0,0.0,,,345.6
,,,,833899.58,70534.0,104.0,0.0,,,54.065538
,,,,3844585.59,27398.0,125.0,1.0,,,600.0
,,,,544855.52,85296.0,68.0,0.0,,,342.515136
,,,,1080806.6,31063.0,92.0,0.0,,,441.6
,,,,618509.65,0.0,92.0,0.0,,,1027.177255
,,,,320822.59,52367.0,81.0,0.0,,,275.989978
,,,,548010.41,58651.0,71.0,0.0,,,472.599683
,,,,2298615.39,84831.0,192.0,0.0,,,1336.931716
,,,,1310792.59,49088.0,114.0,1.0,,,547.2
,,,,746292.63,70263.0,93.0,0.0,,,7.345946
,,,,1146399.1,45354.0,285.0,0.0,,,540.141566
,,,,723613.25,0.0,63.0,0.0,,,383.363758
,,,,623268.79,28334.0,83.0,0.0,,,537.765151
,,,,2839332.99,38772.0,90.0,0.0,,,321.873474
,,,,374675.16,41479.0,94.0,1.0,,,19.575683
,,,,2156933.73,23909.0,119.0,0.0,,,571.2
,,,,501208.37,48328.0,63.0,0.0,,,108.138715
,,,,337185.84,86689.0,85.0,0.0,,,408.0
,,,,386477.68,24204.0,99.0,1.0,,,707.303416
,,,,414571.19,25943.0,110.0,0.0,,,1067.333126
,,,,515607.27,0.0,73.0,0.0,,,807.947292
,,,,366737.5,62375.0,92.0,0.0,,,618.630955
,,,,783568.35,0.0,71.0,0.0,,,404.272806
,,,,1456726.84,0.0,148.0,0.0,,,710.4
,,,,1017133.9,70200.0,65.0,0.0,,,312.0
,,,,413577.52,0.0,112.0,0.0,,,707.977614
,,,,551149.11,79027.0,70.0,0.0,,,336.0
,,,,1131424.39,62935.0,141.0,0.0,,,232.242326
,,,,541461.73,26893.0,68.0,0.0,,,68.226001
,,,,742159.35,47406.0,94.0,1.0,,,287.149807
,,,,445811.34,17622.0,65.0,1.0,,,312.0
,,,,1447612.49,27572.0,124.0,0.0,,,595.2
,,,,493688.84,0.0,72.0,2.0,,,391.636628
,,,,452527.65,32802.0,114.0,0.0,,,547.2
,,,,558176.13,62739.0,70.0,0.0,,,239.328571
,,,,1413434.74,90844.0,118.0,0.0,,,232.674417
,,,,2472318.31,44685.0,69.0,0.0,,,331.2
,,,,283806.78,0.0,80.0,0.0,,,336.50961
,,,,384848.36,42589.0,98.0,0.0,,,470.4
,,,,1950447.39,0.0,72.0,0.0,,,345.6
,,,,248004.59,93383.0,62.0,0.0,,,244.212286
,,,,436137.29,79583.0,109.0,2.0,,,523.2
,,,,252907.75,89129.0,64.0,0.0,,,328.870868
,,,,250444.48,0.0,69.0,0.0,,,496.8
,,,,864970.06,94389.0,107.0,0.0,,,85.063708
,,,,1366835.53,0.0,197.0,0.0,,,1418.4
,,,,2063508.46,84106.0,64.0,0.0,,,334.408717
,,,,251753.36,0.0,69.0,0.0,,,42.096415
,,,,532667.77,76717.0,66.0,0.0,,,300.528579
,,,,260027.21,51978.0,66.0,0.0,,,144.782152
,,,,853479.28,47325.0,107.0,0.0,,,64.598216
,,,,882883.5,86721.0,111.0,0.0,,,532.8
,,,,224844.96,24910.0,63.0,1.0,,,347.857619
,,,,1230276.24,43817.0,62.0,1.0,,,245.447622
,,,,455659.3,0.0,73.0,2.0,,,525.6
,,,,253070.51,89451.0,63.0,0.0,,,61.769564
,,,,525198.4,59537.0,66.0,0.0,,,316.8
,,,,674311.93,0.0,199.0,0.0,,,955.2
,,,,1401472.13,54193.0,117.0,0.0,,,720.752945
,,,,943891.56,86946.0,118.0,0.0,,,340.656963
,,,,1050677.17,0.0,92.0,0.0,,,546.524896
,,,,421391.86,12160.0,109.0,0.0,,,489.411833
,,,,477368.64,33701.0,63.0,0.0,,,171.325856
,,,,544142.01,85702.0,67.0,0.0,,,249.085887
,,,,284226.69,69417.0,73.0,1.0,,,30.874869
,,,,305955.03,38644.0,78.0,1.0,,,361.455219
,,,,2031499.76,63209.0,102.0,2.0,,,207.320041
,,,,323912.47,16061.0,88.0,0.0,,,633.6
,,,,462680.11,79487.0,114.0,0.0,,,547.2
,,,,899704.02,54230.0,112.0,0.0,,,537.6
